"date" "nairu" "unemployment" "gap" "inflation" "FedFunds"
"1992-04-01" 6.219203  7.4 -1.1807971684  3.1309438  3.73
"1992-05-01" 6.216709  7.6 -1.3832911124  2.9766263  3.82
"1992-06-01" 6.213808  7.8 -1.5861924745  2.9680065  3.76
"1992-07-01" 6.210478  7.7 -1.4895216287  3.1060641  3.25
"1992-08-01" 6.206701  7.6 -1.3932988387  3.0261675  3.30
"1992-09-01" 6.202456  7.6 -1.3975442286  2.9466738  3.22
"1992-10-01" 6.197722  7.3 -1.1022777534  3.2249301  3.10
"1992-11-01" 6.192481  7.4 -1.2075191688  3.0705733  3.09
"1992-12-01" 6.186712  7.4 -1.2132879993  2.9214760  2.92
"1993-01-01" 6.180396  7.3 -1.1196035066  3.1297007  3.02
"1993-02-01" 6.173515  7.1 -0.9264846560  3.1928927  3.03
"1993-03-01" 6.166050  7.0 -0.8339500827  2.9726180  3.07
"1993-04-01" 6.157982  7.1 -0.9420180565  3.1054013  2.96
"1993-05-01" 6.149294  7.1 -0.9507064463  3.1681636  3.00
"1993-06-01" 6.139967  7.0 -0.8600326829  2.9517252  3.04
"1993-07-01" 6.129986  6.9 -0.7700137215  2.8052330  3.06
"1993-08-01" 6.119334  6.8 -0.6806660027  2.7993430  3.03
"1993-09-01" 6.107995  6.7 -0.5920054129  2.7245835  3.09
"1993-10-01" 6.095953  6.8 -0.7040472438  2.7132099  2.99
"1993-11-01" 6.083194  6.6 -0.5168061501  2.6372104  3.02
"1993-12-01" 6.069704  6.5 -0.4302961072  2.7702603  2.96
"1994-01-01" 6.055470  6.6 -0.5445303675  2.4897552  3.05
"1994-02-01" 6.040479  6.6 -0.5595214152  2.4828862  3.25
"1994-03-01" 6.024719  6.5 -0.4752809206  2.6154278  3.34
"1994-04-01" 6.008180  6.4 -0.3918196934  2.3352710  3.56
"1994-05-01" 5.990852  6.1 -0.1091476342  2.2611446  4.01
"1994-06-01" 5.972726  6.1 -0.1272736860  2.4625047  4.25
"1994-07-01" 5.953794  6.1 -0.1462057835  2.6613649  4.26
"1994-08-01" 5.934049  6.0 -0.0659508021  2.8573372  4.47
"1994-09-01" 5.913485  5.9  0.0134854950  2.9204113  4.73
"1994-10-01" 5.892099  5.8  0.0920985096  2.5746680  4.76
"1994-11-01" 5.869885  5.6  0.2698848639  2.6361783  5.29
"1994-12-01" 5.846842  5.5  0.3468424564  2.5625138  5.45
"1995-01-01" 5.822971  5.6  0.2229705186  2.8284714  5.53
"1995-02-01" 5.798270  5.4  0.3982696734  2.8208721  5.92
"1995-03-01" 5.772742  5.4  0.3727419948  2.7472414  5.98
"1995-04-01" 5.746391  5.8 -0.0536089316  3.0751086  6.05
"1995-05-01" 5.719222  5.6  0.1192220535  3.0689533  6.01
"1995-06-01" 5.691242  5.6  0.0912417459  2.9952322  6.00
"1995-07-01" 5.662459  5.7 -0.0375413570  2.7890254  5.85
"1995-08-01" 5.632883  5.7 -0.0671169912  2.5820700  5.74
"1995-09-01" 5.602527  5.6  0.0025269414  2.5116985  5.80
"1995-10-01" 5.571404  5.5  0.0714044409  2.7706258  5.76
"1995-11-01" 5.539531  5.6 -0.0604685204  2.5684652  5.80
"1995-12-01" 5.506926  5.6 -0.0930739279  2.5634003  5.60
"1996-01-01" 5.473608  5.6 -0.1263916516  2.7506646  5.56
"1996-02-01" 5.439601  5.5 -0.0603993730  2.6790233  5.22
"1996-03-01" 5.404927  5.5 -0.0950725102  2.8023991  5.31
"1996-04-01" 5.369616  5.6 -0.2303841408  2.7914828  5.22
"1996-05-01" 5.333695  5.6 -0.2663049249  2.7860565  5.24
"1996-06-01" 5.297197  5.3 -0.0028030257  2.7806512  5.27
"1996-07-01" 5.260156  5.5 -0.2398440287  2.8407333  5.40
"1996-08-01" 5.222609  5.1  0.1226091403  2.7716889  5.22
"1996-09-01" 5.184596  5.2 -0.0154037018  2.9584151  5.30
"1996-10-01" 5.146160  5.2 -0.0538399095  2.9489316  5.24
"1996-11-01" 5.107346  5.4 -0.2926539232  3.1992492  5.31
"1996-12-01" 5.068203  5.4 -0.3317971808  3.2559531  5.29
"1997-01-01" 5.028782  5.3 -0.2712180284  2.9909961  5.25
"1997-02-01" 4.989138  5.3 -0.3108616290  3.0478550  5.19
"1997-03-01" 4.949330  5.2 -0.2506698706  2.7260008  5.39
"1997-04-01" 4.909419  5.1 -0.1905812716  2.4036578  5.51
"1997-05-01" 4.869469  4.9 -0.0305308857  2.2742610  5.50
"1997-06-01" 4.829550  5.0 -0.1704502040  2.2075952  5.56
"1997-07-01" 4.789733  4.9 -0.1102670570  2.1411397  5.52
"1997-08-01" 4.750094  4.8 -0.0499055135  2.2006547  5.54
"1997-09-01" 4.710714  4.9 -0.1892857790  2.1937577  5.54
"1997-10-01" 4.671676  4.7 -0.0283240918  2.0632179  5.50
"1997-11-01" 4.633067  4.6  0.0330673820  1.8715456  5.52
"1997-12-01" 4.594981  4.7 -0.1050193438  1.6817587  5.50
"1998-01-01" 4.557512  4.7 -0.1424879676  1.6169507  5.56
"1998-02-01" 4.520762  4.6 -0.0792377891  1.4281522  5.51
"1998-03-01" 4.484836  4.7 -0.2151635974  1.4281522  5.49
"1998-04-01" 4.449844  4.4  0.0498444429  1.4888612  5.45
"1998-05-01" 4.415901  4.4  0.0159009073  1.6109394  5.49
"1998-06-01" 4.383125  4.5 -0.1168747712  1.6089456  5.56
"1998-07-01" 4.351642  4.5 -0.1483581829  1.6682500  5.54
"1998-08-01" 4.321580  4.5 -0.1784198208  1.6651634  5.55
"1998-09-01" 4.293075  4.5 -0.2069249577  1.3547005  5.51
"1998-10-01" 4.266266  4.5 -0.2337335212  1.4132340  5.07
"1998-11-01" 4.241300  4.4 -0.1586999679  1.4724192  4.83
"1998-12-01" 4.218327  4.4 -0.1816731550  1.5931710  4.68
"1999-01-01" 4.197504  4.3 -0.1024962099  1.6519189  4.63
"1999-02-01" 4.178994  4.4 -0.2210063984  1.5902476  4.76
"1999-03-01" 4.162965  4.2 -0.0370349906  1.7115332  4.81
"1999-04-01" 4.149593  4.4 -0.2504071252  2.1925361  4.74
"1999-05-01" 4.139058  4.2 -0.0609416716  2.0079774  4.74
"1999-06-01" 4.131549  4.3 -0.1684510903  1.9453501  4.76
"1999-07-01" 4.127259  4.3 -0.1727412910  2.1219347  4.99
"1999-08-01" 4.126389  4.2 -0.0736114891  2.1779445  5.07
"1999-09-01" 4.129146  4.2 -0.0708540595  2.5959804  5.22
"1999-10-01" 4.135746  4.1  0.0357456103  2.5897262  5.20
"1999-11-01" 4.146409  4.1  0.0464092708  2.5850553  5.42
"1999-12-01" 4.161366  4.1  0.0613659617  2.6396254  5.30
"2000-01-01" 4.180852  4.0  0.1808521662  2.7530165  5.46
"2000-02-01" 4.205112  4.1  0.1051119667  3.2241599  5.73
"2000-03-01" 4.234397  4.0  0.2343972029  3.6886990  5.85
"2000-04-01" 4.268968  4.0  0.2689676324  3.0260393  6.02
"2000-05-01" 4.309091  4.1  0.2090910923  3.1428617  6.27
"2000-06-01" 4.355044  4.0  0.3550436643  3.6066575  6.53
"2000-07-01" 4.407110  4.0  0.4071098411  3.5360195  6.54
"2000-08-01" 4.465583  4.1  0.3655826954  3.3542421  6.50
"2000-09-01" 4.530764  3.9  0.6307640505  3.3981008  6.52
"2000-10-01" 4.602965  3.9  0.7029646543  3.3326674  6.51
"2000-11-01" 4.682504  4.0  0.6825043541  3.3842203  6.51
"2000-12-01" 4.769712  4.0  0.7697122748  3.3190820  6.40
"2001-01-01" 4.864927  4.2  0.6649269988  3.6515213  5.98
"2001-02-01" 4.968497  4.2  0.7684967482  3.4645497  5.49
"2001-03-01" 5.080780  4.3  0.7807795697  2.9354626  5.31
"2001-04-01" 5.202144  4.5  0.7021435215  3.2770969  4.80
"2001-05-01" 5.332967  4.4  0.9329668624  3.5554204  4.21
"2001-06-01" 5.473638  4.5  0.9736382435  3.2565003  3.97
